Data,Produto,Quantidade,Preço Unitário,Total,Mês,Ano
2024-03-06,Calça,4,256.58,1026.32,3,2024
2024-07-26,Boné,4,175.22,700.88,7,2024
2024-03-03,Tênis,7,60.73,425.11,3,2024
2025-05-15,Mochila,9,441.25,3971.25,5,2025
2025-10-03,Sapato,3,346.88,1040.64,10,2025
2024-10-01,Camiseta,3,402.32,1206.96,10,2024
2024-12-28,Sapato,6,200.14,1200.84,12,2024
2024-07-31,Mochila,7,187.71,1313.97,7,2024
2024-08-24,Sapato,3,178.61,535.83,8,2024
2024-12-17,Tênis,9,158.04,1422.36,12,2024
2023-05-10,Sapato,2,167.2,334.4,5,2023
2023-04-09,Sapato,5,464.73,2323.65,4,2023
2024-08-03,Tênis,9,96.98,872.82,8,2024
2024-09-21,Mochila,4,186.66,746.64,9,2024
2023-07-01,Calça,9,50.82,457.38,7,2023
2024-10-24,Mochila,4,244.84,979.36,10,2024
2023-06-09,Camiseta,4,363.68,1454.72,6,2023
2023-11-29,Boné,1,281.13,281.13,11,2023
2025-02-04,Calça,5,354.12,1770.6,2,2025
2023-05-26,Mochila,4,171.5,686.0,5,2023
2024-07-26,Mochila,2,127.64,255.28,7,2024
2024-08-27,Camiseta,9,195.02,1755.18,8,2024
2023-10-02,Sapato,1,119.01,119.01,10,2023
2023-04-23,Camiseta,4,490.91,1963.64,4,2023
2025-04-01,Calça,7,323.45,2264.15,4,2025
2025-03-06,Camiseta,10,72.37,723.7,3,2025
2023-06-06,Calça,8,384.36,3074.88,6,2023
2024-12-03,Sapato,9,410.49,3694.41,12,2024
2023-12-20,Calça,10,332.89,3328.9,12,2023
2024-09-02,Calça,2,125.88,251.76,9,2024
2024-02-06,Tênis,7,264.62,1852.34,2,2024
2023-12-16,Camiseta,2,356.81,713.62,12,2023
2023-11-29,Sapato,6,58.72,352.32,11,2023
2023-09-22,Sapato,2,161.88,323.76,9,2023
2023-03-27,Mochila,3,51.59,154.77,3,2023
2024-04-08,Boné,4,404.04,1616.16,4,2024
2025-11-22,Tênis,8,441.98,3535.84,11,2025
2024-05-19,Camiseta,7,240.77,1685.39,5,2024
2025-08-21,Sapato,6,116.23,697.38,8,2025
2025-07-01,Mochila,7,232.34,1626.38,7,2025
2024-10-06,Calça,1,412.74,412.74,10,2024
2023-04-24,Sapato,8,338.78,2710.24,4,2023
2023-02-16,Boné,8,188.15,1505.2,2,2023
2023-06-05,Camiseta,8,118.38,947.04,6,2023
2024-08-30,Camiseta,3,61.8,185.4,8,2024
2023-08-19,Calça,1,200.76,200.76,8,2023
2025-08-18,Sapato,4,496.45,1985.8,8,2025
2023-02-01,Boné,3,62.21,186.63,2,2023
2024-01-13,Camiseta,9,148.74,1338.66,1,2024
2025-04-05,Mochila,10,230.38,2303.8,4,2025
2023-01-02,Mochila,9,272.13,2449.17,1,2023
2024-03-14,Boné,8,350.44,2803.52,3,2024
2024-07-12,Mochila,1,212.26,212.26,7,2024
2025-02-23,Boné,9,168.43,1515.87,2,2025
2025-02-21,Camiseta,4,120.58,482.32,2,2025
2024-04-25,Mochila,8,332.4,2659.2,4,2024
2024-09-05,Tênis,4,306.06,1224.24,9,2024
2025-12-29,Boné,6,98.08,588.48,12,2025
2023-11-12,Camiseta,1,232.71,232.71,11,2023
2023-01-08,Tênis,3,278.32,834.96,1,2023
2024-05-16,Calça,6,486.04,2916.24,5,2024
2024-03-15,Mochila,9,377.62,3398.58,3,2024
2025-05-24,Sapato,9,125.19,1126.71,5,2025
2025-04-24,Camiseta,7,437.08,3059.56,4,2025
2023-08-16,Calça,5,274.3,1371.5,8,2023
2025-12-17,Tênis,6,269.61,1617.66,12,2025
2025-06-06,Tênis,9,384.18,3457.62,6,2025
2025-08-22,Boné,6,134.72,808.3199999999999,8,2025
2025-11-12,Sapato,5,281.08,1405.4,11,2025
2025-11-23,Calça,8,80.17,641.36,11,2025
2025-10-05,Mochila,7,461.91,3233.3700000000003,10,2025
2024-11-06,Camiseta,10,463.07,4630.7,11,2024
2025-05-30,Tênis,4,120.72,482.88,5,2025
2024-02-26,Tênis,2,149.53,299.06,2,2024
2024-08-30,Sapato,9,495.06,4455.54,8,2024
2025-05-06,Tênis,5,269.34,1346.6999999999998,5,2025
2024-01-06,Calça,3,187.08,561.24,1,2024
2024-10-10,Calça,5,275.15,1375.75,10,2024
2025-09-23,Sapato,10,325.16,3251.6000000000004,9,2025
2023-08-30,Mochila,8,405.59,3244.72,8,2023
2023-09-04,Calça,4,135.57,542.28,9,2023
2024-03-24,Sapato,1,361.95,361.95,3,2024
2023-12-27,Sapato,2,284.12,568.24,12,2023
2023-03-14,Sapato,7,402.18,2815.26,3,2023
2024-12-09,Sapato,3,75.98,227.94,12,2024
2024-12-29,Mochila,10,57.82,578.2,12,2024
2023-06-29,Calça,6,393.51,2361.06,6,2023
2023-07-20,Tênis,4,365.37,1461.48,7,2023
2023-01-23,Boné,2,416.96,833.92,1,2023
2025-04-03,Camiseta,1,323.7,323.7,4,2025
2025-10-03,Camiseta,9,394.56,3551.04,10,2025
2024-03-01,Boné,2,228.05,456.1,3,2024
2023-05-23,Boné,2,428.88,857.76,5,2023
2023-01-14,Sapato,2,373.1,746.2,1,2023
2024-11-15,Calça,1,292.93,292.93,11,2024
2025-12-29,Mochila,7,193.33,1353.3100000000002,12,2025
2023-02-08,Tênis,8,220.35,1762.8,2,2023
2025-08-07,Mochila,10,433.88,4338.8,8,2025
2025-02-10,Sapato,6,163.83,982.98,2,2025
2025-09-11,Camiseta,8,430.52,3444.16,9,2025
2025-09-29,Tênis,2,167.74,335.48,9,2025
2024-04-28,Tênis,10,462.79,4627.900000000001,4,2024
2023-03-03,Tênis,1,264.01,264.01,3,2023
2023-08-15,Calça,2,257.19,514.38,8,2023
2025-10-29,Mochila,3,244.98,734.9399999999999,10,2025
2024-06-22,Calça,7,163.74,1146.18,6,2024
2024-07-17,Tênis,7,236.12,1652.84,7,2024
2025-08-04,Boné,10,333.38,3333.8,8,2025
2024-12-02,Camiseta,5,198.01,990.05,12,2024
2023-08-19,Calça,2,342.99,685.98,8,2023
2023-08-20,Sapato,9,208.3,1874.7,8,2023
2024-11-14,Camiseta,1,87.03,87.03,11,2024
2024-06-04,Calça,2,196.79,393.58,6,2024
2023-09-03,Tênis,4,456.54,1826.16,9,2023
2024-07-10,Sapato,3,95.48,286.44,7,2024
2025-01-30,Tênis,5,428.12,2140.6,1,2025
2024-04-27,Tênis,1,217.4,217.4,4,2024
2025-12-11,Sapato,8,109.77,878.16,12,2025
2025-12-08,Calça,4,258.63,1034.52,12,2025
2025-08-25,Calça,8,293.29,2346.32,8,2025
2024-05-15,Mochila,5,470.18,2350.9,5,2024
2023-09-21,Boné,9,392.99,3536.91,9,2023
2025-08-16,Mochila,9,104.91,944.19,8,2025
2025-11-01,Mochila,6,188.47,1130.82,11,2025
2025-06-23,Tênis,4,327.81,1311.24,6,2025
2023-10-19,Sapato,7,160.64,1124.48,10,2023
2023-07-04,Camiseta,8,64.03,512.24,7,2023
2024-05-02,Sapato,1,116.88,116.88,5,2024
2023-07-03,Boné,1,222.19,222.19,7,2023
2024-10-13,Sapato,4,358.7,1434.8,10,2024
2023-12-11,Calça,2,433.45,866.9,12,2023
2024-05-24,Camiseta,7,442.53,3097.71,5,2024
2023-06-05,Calça,7,381.01,2667.07,6,2023
2024-12-15,Tênis,9,251.7,2265.3,12,2024
2023-12-05,Tênis,8,305.13,2441.04,12,2023
2024-05-11,Tênis,8,110.44,883.52,5,2024
2023-08-15,Sapato,5,438.18,2190.9,8,2023
2024-09-02,Boné,9,483.42,4350.78,9,2024
2024-01-18,Sapato,3,412.05,1236.15,1,2024
2023-07-20,Boné,6,399.24,2395.44,7,2023
2025-11-25,Boné,4,297.15,1188.6,11,2025
2025-06-30,Calça,2,478.41,956.82,6,2025
2023-08-20,Tênis,10,474.37,4743.7,8,2023
2023-06-22,Tênis,2,63.77,127.54,6,2023
2024-05-19,Mochila,4,415.55,1662.2,5,2024
2024-05-26,Calça,7,242.83,1699.8100000000002,5,2024
2023-12-31,Boné,6,303.98,1823.88,12,2023
2023-06-24,Camiseta,3,472.92,1418.76,6,2023
2024-04-26,Calça,8,296.88,2375.04,4,2024
2023-07-27,Sapato,3,398.88,1196.64,7,2023
2023-07-12,Tênis,10,288.29,2882.9,7,2023
2025-11-02,Sapato,5,288.67,1443.35,11,2025
2024-07-28,Camiseta,4,499.2,1996.8,7,2024
2024-04-28,Tênis,9,235.86,2122.74,4,2024
2025-08-14,Sapato,2,444.54,889.08,8,2025
2024-11-20,Mochila,3,223.83,671.49,11,2024
2023-10-02,Calça,7,242.0,1694.0,10,2023
2024-08-06,Boné,8,138.88,1111.04,8,2024
2023-08-11,Mochila,5,246.24,1231.2,8,2023
2024-04-03,Sapato,4,144.66,578.64,4,2024
2023-05-19,Sapato,10,476.62,4766.2,5,2023
2025-05-08,Boné,1,362.76,362.76,5,2025
2025-11-17,Boné,6,265.66,1593.96,11,2025
2025-03-27,Camiseta,4,254.96,1019.84,3,2025
2025-01-05,Sapato,6,189.18,1135.08,1,2025
2025-07-14,Boné,9,464.67,4182.03,7,2025
2025-12-20,Sapato,4,175.47,701.88,12,2025
2024-11-25,Camiseta,1,308.96,308.96,11,2024
2025-05-25,Boné,1,291.88,291.88,5,2025
2025-01-25,Calça,8,488.5,3908.0,1,2025
2025-08-15,Mochila,9,289.91,2609.19,8,2025
2025-04-25,Sapato,7,360.49,2523.4300000000003,4,2025
2024-09-29,Boné,3,374.6,1123.8000000000002,9,2024
2024-12-08,Camiseta,3,349.32,1047.96,12,2024
2023-11-09,Camiseta,7,356.91,2498.3700000000003,11,2023
2025-01-23,Boné,2,240.81,481.62,1,2025
2024-06-17,Tênis,2,194.71,389.42,6,2024
2025-12-22,Sapato,7,343.3,2403.1,12,2025
2023-05-27,Camiseta,1,467.33,467.33,5,2023
2024-11-13,Tênis,7,297.24,2080.6800000000003,11,2024
2023-01-29,Sapato,10,406.65,4066.5,1,2023
2024-10-30,Calça,8,417.94,3343.52,10,2024
2023-06-01,Tênis,7,439.07,3073.49,6,2023
2023-03-04,Calça,9,171.25,1541.25,3,2023
2025-09-21,Tênis,7,275.15,1926.05,9,2025
2023-11-06,Boné,6,371.1,2226.6000000000004,11,2023
2024-11-21,Mochila,6,127.35,764.0999999999999,11,2024
2025-10-18,Calça,3,197.99,593.97,10,2025
2024-01-30,Tênis,2,50.36,100.72,1,2024
2023-05-24,Mochila,7,88.48,619.36,5,2023
2024-12-25,Tênis,6,393.03,2358.18,12,2024
2025-07-06,Boné,1,266.09,266.09,7,2025
2024-12-25,Sapato,4,256.03,1024.12,12,2024
2025-04-13,Tênis,8,62.87,502.96,4,2025
2024-01-08,Calça,7,56.08,392.56,1,2024
2024-07-30,Calça,8,80.48,643.84,7,2024
2025-11-10,Camiseta,1,52.68,52.68,11,2025
2025-03-22,Camiseta,2,226.73,453.46,3,2025
2023-05-24,Mochila,9,379.61,3416.49,5,2023
2024-12-29,Boné,3,189.04,567.12,12,2024
2025-05-04,Boné,2,220.83,441.66,5,2025
2025-09-30,Boné,6,122.25,733.5,9,2025
2025-11-10,Calça,7,364.98,2554.86,11,2025
2023-03-23,Mochila,2,378.52,757.04,3,2023
2025-10-05,Sapato,8,425.23,3401.84,10,2025
2025-07-24,Boné,7,431.53,3020.71,7,2025
2023-05-07,Mochila,2,274.85,549.7,5,2023
2025-04-29,Camiseta,6,73.75,442.5,4,2025
2023-03-01,Sapato,2,360.42,720.84,3,2023
2023-09-29,Camiseta,9,390.22,3511.9800000000005,9,2023
2023-03-04,Calça,4,217.11,868.44,3,2023
2023-11-25,Mochila,4,277.29,1109.16,11,2023
2025-06-04,Tênis,7,84.65,592.5500000000001,6,2025
2023-03-05,Camiseta,9,106.61,959.49,3,2023
2024-06-09,Tênis,5,375.28,1876.4,6,2024
2023-10-10,Sapato,7,243.5,1704.5,10,2023
2025-02-27,Tênis,1,83.64,83.64,2,2025
2024-07-08,Camiseta,2,88.78,177.56,7,2024
2023-01-30,Mochila,6,189.27,1135.62,1,2023
2025-12-28,Camiseta,2,387.29,774.58,12,2025
2024-10-15,Boné,7,59.6,417.2,10,2024
2023-10-26,Boné,5,170.81,854.05,10,2023
2023-02-28,Boné,10,73.3,733.0,2,2023
2025-02-11,Mochila,3,321.21,963.63,2,2025
2025-10-12,Mochila,6,89.5,537.0,10,2025
2025-11-07,Tênis,6,288.24,1729.44,11,2025
2023-08-13,Tênis,5,342.65,1713.25,8,2023
2023-05-15,Sapato,10,147.45,1474.5,5,2023
2023-12-09,Camiseta,10,431.35,4313.5,12,2023
2023-05-31,Tênis,1,72.43,72.43,5,2023
2023-01-27,Tênis,9,483.69,4353.21,1,2023
2025-07-06,Boné,8,144.4,1155.2,7,2025
2024-03-04,Sapato,6,139.74,838.44,3,2024
2025-09-22,Camiseta,7,257.8,1804.6,9,2025
2023-05-18,Camiseta,9,311.07,2799.63,5,2023
2023-09-02,Tênis,4,179.03,716.12,9,2023
2023-08-24,Boné,3,335.06,1005.18,8,2023
2025-07-30,Tênis,8,393.71,3149.68,7,2025
2023-01-18,Calça,8,294.45,2355.6,1,2023
2024-06-16,Mochila,2,190.84,381.68,6,2024
2023-11-06,Calça,6,451.98,2711.88,11,2023
2025-08-13,Calça,2,211.9,423.8,8,2025
2024-04-23,Camiseta,5,67.81,339.05,4,2024
2023-05-24,Mochila,7,456.36,3194.52,5,2023
2025-03-27,Camiseta,9,151.83,1366.47,3,2025
2024-06-23,Mochila,9,348.66,3137.94,6,2024
2024-12-23,Mochila,4,441.16,1764.64,12,2024
2024-12-21,Camiseta,2,395.53,791.06,12,2024
2025-01-22,Tênis,3,293.12,879.36,1,2025
2023-06-22,Camiseta,3,110.44,331.32,6,2023
2024-01-01,Sapato,3,86.68,260.04,1,2024
2025-12-15,Tênis,10,434.68,4346.8,12,2025
2024-12-10,Mochila,7,353.01,2471.07,12,2024
2024-05-24,Boné,6,436.61,2619.66,5,2024
2023-09-13,Tênis,5,255.71,1278.55,9,2023
2024-11-02,Tênis,4,369.46,1477.84,11,2024
2025-03-13,Calça,10,445.92,4459.2,3,2025
2025-12-30,Sapato,10,381.98,3819.8,12,2025
2024-07-21,Camiseta,10,87.68,876.8000000000001,7,2024
2023-02-10,Mochila,8,162.32,1298.56,2,2023
2025-05-11,Calça,3,323.01,969.03,5,2025
2025-08-14,Mochila,3,471.67,1415.01,8,2025
2025-03-27,Tênis,1,128.69,128.69,3,2025
2025-07-11,Calça,7,452.64,3168.48,7,2025
2025-04-16,Tênis,3,138.96,416.88,4,2025
2025-12-27,Boné,6,303.28,1819.68,12,2025
2024-11-09,Mochila,5,258.2,1291.0,11,2024
2023-06-11,Mochila,4,264.67,1058.68,6,2023
2023-07-23,Sapato,1,426.03,426.03,7,2023
2023-04-30,Camiseta,7,405.7,2839.9,4,2023
2025-01-10,Boné,5,378.01,1890.05,1,2025
2023-07-10,Boné,7,100.64,704.48,7,2023
2023-06-07,Boné,4,249.7,998.8,6,2023
2025-01-08,Sapato,7,427.58,2993.06,1,2025
2025-12-30,Boné,3,459.81,1379.43,12,2025
2023-12-01,Calça,4,437.8,1751.2,12,2023
2023-02-10,Mochila,5,329.92,1649.6,2,2023
2024-09-10,Mochila,6,419.13,2514.78,9,2024
2023-01-14,Camiseta,3,231.73,695.1899999999999,1,2023
2024-05-30,Mochila,10,120.7,1207.0,5,2024
2024-07-11,Mochila,6,284.15,1704.9,7,2024
2023-05-15,Camiseta,7,335.5,2348.5,5,2023
2023-07-09,Sapato,4,448.61,1794.44,7,2023
2024-12-22,Tênis,3,235.44,706.3199999999999,12,2024
2023-12-12,Camiseta,5,281.35,1406.75,12,2023
2023-02-01,Calça,2,182.92,365.84,2,2023
2023-11-05,Boné,8,294.69,2357.52,11,2023
2025-06-22,Boné,8,126.88,1015.04,6,2025
2023-04-15,Calça,9,184.44,1659.96,4,2023
2025-10-16,Sapato,7,111.62,781.34,10,2025
2025-06-27,Sapato,4,204.31,817.24,6,2025
2023-01-27,Calça,3,226.17,678.51,1,2023
2023-09-22,Camiseta,9,365.46,3289.14,9,2023
2023-07-16,Calça,10,486.66,4866.6,7,2023
2023-06-09,Sapato,9,106.49,958.41,6,2023
2025-03-08,Mochila,2,395.34,790.68,3,2025
2025-04-30,Calça,1,206.74,206.74,4,2025
2025-06-21,Calça,3,124.71,374.13,6,2025
2024-10-31,Calça,2,343.26,686.52,10,2024
2023-09-18,Tênis,7,110.44,773.0799999999999,9,2023
2023-05-06,Calça,4,279.84,1119.36,5,2023
2023-02-05,Tênis,10,314.64,3146.4,2,2023
2025-10-29,Mochila,4,239.5,958.0,10,2025
2023-12-27,Boné,7,389.77,2728.39,12,2023
2025-02-02,Tênis,8,412.4,3299.2,2,2025
2024-09-25,Tênis,10,315.01,3150.1,9,2024
2023-06-04,Boné,7,214.4,1500.8,6,2023
2024-06-29,Calça,3,423.86,1271.58,6,2024
2025-07-13,Camiseta,5,478.54,2392.7000000000003,7,2025
2025-02-06,Boné,1,245.34,245.34,2,2025
2024-07-21,Mochila,1,498.14,498.14,7,2024
2025-12-02,Boné,7,328.36,2298.52,12,2025
2023-11-28,Tênis,7,315.46,2208.22,11,2023
2025-05-29,Calça,6,305.3,1831.8,5,2025
2023-08-12,Tênis,3,422.17,1266.51,8,2023
2025-08-11,Boné,7,447.47,3132.29,8,2025
2025-12-28,Mochila,9,490.64,4415.76,12,2025
2024-12-15,Camiseta,3,141.0,423.0,12,2024
2024-07-26,Sapato,10,309.8,3098.0,7,2024
2023-10-20,Sapato,4,307.8,1231.2,10,2023
2024-06-21,Calça,10,459.6,4596.0,6,2024
2024-07-28,Boné,1,137.63,137.63,7,2024
2024-03-09,Calça,5,446.36,2231.8,3,2024
2023-05-03,Sapato,5,411.49,2057.45,5,2023
2024-06-26,Mochila,9,402.44,3621.96,6,2024
2025-03-09,Boné,8,136.4,1091.2,3,2025
2024-11-21,Calça,3,77.7,233.1,11,2024
2023-11-04,Tênis,10,372.67,3726.7,11,2023
2025-04-23,Mochila,9,439.47,3955.230000000001,4,2025
2023-04-22,Boné,3,53.1,159.3,4,2023
2023-01-18,Mochila,8,435.41,3483.28,1,2023
2025-06-06,Boné,1,207.14,207.14,6,2025
2024-12-25,Mochila,2,248.63,497.26,12,2024
2025-05-31,Sapato,10,400.83,4008.3,5,2025
2025-03-12,Calça,9,108.42,975.78,3,2025
2025-07-20,Boné,6,109.51,657.0600000000001,7,2025
2023-07-30,Sapato,1,70.28,70.28,7,2023
2024-11-04,Camiseta,5,246.76,1233.8,11,2024
2024-03-04,Boné,10,118.32,1183.1999999999998,3,2024
2025-06-29,Camiseta,2,301.07,602.14,6,2025
2025-04-14,Sapato,8,377.13,3017.04,4,2025
2023-06-26,Camiseta,3,165.2,495.6,6,2023
2025-10-22,Sapato,3,328.45,985.35,10,2025
2024-02-05,Boné,6,112.03,672.1800000000001,2,2024
2024-10-11,Boné,10,205.98,2059.8,10,2024
2024-08-03,Tênis,9,87.05,783.4499999999999,8,2024
2023-08-13,Camiseta,8,344.31,2754.48,8,2023
2023-07-12,Tênis,5,264.56,1322.8,7,2023
2024-08-17,Boné,10,78.63,786.3,8,2024
2023-01-15,Camiseta,5,140.29,701.4499999999999,1,2023
2025-03-15,Mochila,6,263.17,1579.02,3,2025
2024-10-12,Tênis,5,116.24,581.1999999999999,10,2024
2023-08-27,Mochila,5,326.02,1630.1,8,2023
2023-09-17,Sapato,9,333.22,2998.9800000000005,9,2023
2023-09-15,Boné,2,479.85,959.7,9,2023
2023-06-05,Calça,7,407.05,2849.35,6,2023
2023-09-25,Sapato,3,348.49,1045.47,9,2023
2023-10-25,Camiseta,6,126.15,756.9000000000001,10,2023
2023-03-22,Mochila,1,478.58,478.58,3,2023
2025-09-20,Mochila,6,190.28,1141.68,9,2025
2023-03-13,Sapato,7,311.52,2180.64,3,2023
2025-10-16,Sapato,7,447.79,3134.53,10,2025
2025-08-14,Sapato,9,66.67,600.03,8,2025
2023-02-07,Camiseta,8,346.9,2775.2,2,2023
2024-09-16,Tênis,2,70.11,140.22,9,2024
2023-06-04,Calça,10,111.96,1119.6,6,2023
2023-03-20,Boné,1,314.16,314.16,3,2023
2024-01-25,Camiseta,8,369.0,2952.0,1,2024
2024-02-04,Sapato,4,326.49,1305.96,2,2024
2024-08-24,Sapato,9,130.91,1178.19,8,2024
2025-08-11,Mochila,5,228.01,1140.05,8,2025
2023-04-07,Camiseta,5,369.26,1846.3,4,2023
2023-05-29,Camiseta,10,258.22,2582.2000000000003,5,2023
2024-12-15,Camiseta,1,294.87,294.87,12,2024
2025-06-04,Tênis,8,164.02,1312.16,6,2025
2025-05-19,Sapato,7,261.23,1828.61,5,2025
2024-10-21,Calça,5,457.13,2285.65,10,2024
2023-02-01,Calça,9,221.65,1994.85,2,2023
2024-09-20,Camiseta,8,486.96,3895.68,9,2024
2023-08-21,Tênis,1,118.97,118.97,8,2023
2023-11-12,Calça,1,434.77,434.77,11,2023
2024-09-14,Tênis,5,368.92,1844.6,9,2024
2024-06-09,Boné,3,80.9,242.7,6,2024
2023-03-27,Boné,9,293.28,2639.5199999999995,3,2023
2024-01-18,Camiseta,8,139.86,1118.88,1,2024
2025-08-05,Mochila,10,479.75,4797.5,8,2025
2023-04-16,Tênis,6,114.38,686.28,4,2023
2024-01-23,Calça,9,458.25,4124.25,1,2024
2024-09-07,Camiseta,5,260.9,1304.5,9,2024
2025-09-26,Tênis,6,144.36,866.1600000000001,9,2025
2023-03-29,Boné,8,240.97,1927.76,3,2023
2025-04-01,Tênis,7,162.49,1137.43,4,2025
2025-04-16,Boné,2,376.24,752.48,4,2025
2025-04-02,Boné,4,330.71,1322.84,4,2025
2025-06-23,Sapato,8,69.05,552.4,6,2025
2025-02-11,Boné,10,52.36,523.6,2,2025
2023-04-23,Boné,8,300.11,2400.88,4,2023
2024-02-11,Tênis,9,492.79,4435.110000000001,2,2024
2023-02-10,Sapato,10,393.72,3937.2,2,2023
2025-06-21,Boné,7,410.9,2876.3,6,2025
2023-01-21,Mochila,10,160.09,1600.9,1,2023
2023-05-23,Sapato,7,375.27,2626.89,5,2023
2024-11-09,Mochila,8,164.48,1315.84,11,2024
2024-12-24,Sapato,10,162.79,1627.9,12,2024
2023-12-17,Mochila,4,229.27,917.08,12,2023
2023-07-10,Sapato,9,378.63,3407.67,7,2023
2025-10-29,Mochila,10,64.41,644.0999999999999,10,2025
2025-08-01,Calça,6,201.96,1211.76,8,2025
2024-02-20,Camiseta,6,253.62,1521.72,2,2024
2024-10-24,Boné,7,238.29,1668.03,10,2024
2024-03-02,Sapato,1,253.91,253.91,3,2024
2023-07-04,Camiseta,10,452.65,4526.5,7,2023
2024-07-18,Camiseta,5,319.05,1595.25,7,2024
2023-04-27,Boné,1,429.07,429.07,4,2023
2025-01-27,Boné,1,331.8,331.8,1,2025
2023-05-15,Calça,2,171.37,342.74,5,2023
2024-09-30,Sapato,9,413.33,3719.97,9,2024
2025-12-17,Mochila,6,381.56,2289.36,12,2025
2023-02-26,Sapato,8,55.62,444.96,2,2023
2023-04-05,Camiseta,10,477.86,4778.6,4,2023
2025-09-13,Camiseta,7,427.94,2995.58,9,2025
2025-06-28,Camiseta,7,196.25,1373.75,6,2025
2024-11-30,Boné,10,249.29,2492.9,11,2024
2024-02-11,Mochila,5,382.99,1914.95,2,2024
2024-12-04,Calça,6,195.62,1173.72,12,2024
2024-02-15,Mochila,5,418.55,2092.75,2,2024
2024-08-22,Calça,1,59.04,59.04,8,2024
2025-03-02,Camiseta,7,312.87,2190.09,3,2025
2023-02-11,Camiseta,2,408.41,816.82,2,2023
2024-11-30,Boné,10,362.13,3621.3,11,2024
2023-12-25,Camiseta,6,343.62,2061.7200000000003,12,2023
2024-07-01,Calça,2,422.3,844.6,7,2024
2023-10-20,Mochila,8,318.85,2550.8,10,2023
2023-10-23,Calça,10,447.09,4470.9,10,2023
2023-12-18,Mochila,9,221.99,1997.91,12,2023
2024-10-17,Mochila,2,296.4,592.8,10,2024
2025-07-05,Camiseta,8,271.87,2174.96,7,2025
2025-09-17,Tênis,1,473.02,473.02,9,2025
2023-02-06,Camiseta,1,286.32,286.32,2,2023
2025-12-21,Calça,1,131.87,131.87,12,2025
2025-08-09,Camiseta,5,70.75,353.75,8,2025
2024-10-21,Mochila,2,109.1,218.2,10,2024
2024-12-09,Camiseta,5,172.15,860.75,12,2024
2025-09-27,Calça,5,68.48,342.40000000000003,9,2025
2023-02-21,Sapato,1,409.52,409.52,2,2023
2025-11-19,Camiseta,6,55.13,330.78000000000003,11,2025
2024-05-21,Calça,5,449.58,2247.9,5,2024
2025-05-26,Mochila,1,423.9,423.9,5,2025
2025-06-04,Camiseta,3,350.54,1051.62,6,2025
2024-11-12,Calça,2,126.8,253.6,11,2024
2025-01-13,Tênis,3,425.47,1276.41,1,2025
2024-08-14,Calça,2,386.16,772.32,8,2024
2025-11-10,Mochila,3,464.57,1393.71,11,2025
2023-01-08,Boné,7,120.47,843.29,1,2023
2024-10-25,Mochila,1,374.27,374.27,10,2024
2024-03-16,Calça,2,389.14,778.28,3,2024
2023-01-03,Tênis,6,196.66,1179.96,1,2023
2023-03-13,Calça,2,77.4,154.8,3,2023
2025-01-16,Calça,8,248.99,1991.92,1,2025
2023-08-02,Mochila,1,467.2,467.2,8,2023
2023-02-14,Tênis,2,409.32,818.64,2,2023
2024-04-23,Tênis,9,262.55,2362.9500000000003,4,2024
2024-05-06,Camiseta,4,139.01,556.04,5,2024
2023-03-02,Calça,9,390.16,3511.44,3,2023
2023-07-12,Tênis,2,251.19,502.38,7,2023
2025-11-09,Mochila,1,424.8,424.8,11,2025
2023-09-12,Calça,2,383.11,766.22,9,2023
2025-04-07,Camiseta,2,301.36,602.72,4,2025
2025-04-05,Sapato,7,265.08,1855.56,4,2025
2024-02-05,Boné,9,191.22,1720.98,2,2024
2025-06-05,Camiseta,6,139.15,834.9000000000001,6,2025
2023-02-19,Mochila,2,445.03,890.06,2,2023
2025-05-17,Mochila,1,214.1,214.1,5,2025
2023-05-12,Camiseta,1,318.38,318.38,5,2023
2025-10-18,Mochila,6,283.14,1698.84,10,2025
2024-12-30,Tênis,6,134.22,805.3199999999999,12,2024
2024-08-24,Tênis,3,395.65,1186.9499999999998,8,2024
2023-07-29,Sapato,2,401.79,803.58,7,2023
2024-01-08,Tênis,2,408.35,816.7,1,2024
2024-10-05,Camiseta,8,165.49,1323.92,10,2024
2023-08-16,Sapato,1,467.61,467.61,8,2023
2025-11-02,Tênis,6,335.73,2014.38,11,2025
2024-09-06,Sapato,6,157.59,945.54,9,2024
2023-06-29,Tênis,10,73.95,739.5,6,2023
2023-10-03,Tênis,8,368.49,2947.92,10,2023
2025-09-25,Sapato,7,381.08,2667.56,9,2025
2023-11-25,Camiseta,6,174.7,1048.1999999999998,11,2023
2024-08-16,Mochila,1,486.74,486.74,8,2024
2024-06-03,Camiseta,7,338.84,2371.88,6,2024
2023-08-04,Camiseta,1,85.71,85.71,8,2023
2025-01-25,Tênis,1,431.24,431.24,1,2025
2024-05-08,Mochila,7,76.65,536.5500000000001,5,2024
2024-07-19,Camiseta,5,392.39,1961.95,7,2024
2024-09-29,Mochila,9,301.16,2710.44,9,2024
2024-04-29,Camiseta,1,420.05,420.05,4,2024
2025-04-05,Calça,5,379.64,1898.2,4,2025
2024-01-24,Camiseta,4,374.57,1498.28,1,2024
2023-09-28,Sapato,6,301.97,1811.82,9,2023
2023-07-19,Tênis,10,307.77,3077.7,7,2023
2024-01-01,Tênis,6,353.68,2122.08,1,2024
2025-02-07,Calça,9,417.53,3757.77,2,2025
2025-08-04,Calça,9,199.74,1797.66,8,2025
